Date,Country,Camp,School,Subject
26/09/2018,Tanzania,Nyarugusu,Amani,Languages
26/09/2018,Tanzania,Nyarugusu,Amani,Mathematics
26/09/2018,Tanzania,Nyarugusu,Amani,Languages
26/09/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/09/2018,Tanzania,Nyarugusu,Amani,Languages
26/09/2018,Tanzania,Nyarugusu,Amani,Sciences
26/09/2018,Tanzania,Nyarugusu,Amani,Sciences
26/09/2018,Tanzania,Nyarugusu,Amani,Mathematics
26/09/2018,Tanzania,Nyarugusu,Amani,Sciences
30/09/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/09/2018,Tanzania,Nyarugusu,Amani,Mathematics
30/09/2018,Tanzania,Nyarugusu,Amani,Languages
30/09/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/09/2018,Tanzania,Nyarugusu,Amani,Languages
30/09/2018,Tanzania,Nyarugusu,Amani,Mathematics
01/10/2018,Tanzania,Nyarugusu,Amani,Creative Arts
01/10/2018,Tanzania,Nyarugusu,Amani,Sciences
01/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/10/2018,Tanzania,Nyarugusu,Amani,Sciences
01/10/2018,Tanzania,Nyarugusu,Amani,Sciences
01/10/2018,Tanzania,Nyarugusu,Amani,Sciences
01/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/10/2018,Tanzania,Nyarugusu,Amani,Sciences
02/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2018,Tanzania,Nyarugusu,Amani,Languages
02/10/2018,Tanzania,Nyarugusu,Amani,Sciences
02/10/2018,Tanzania,Nyarugusu,Amani,Sciences
02/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
03/10/2018,Tanzania,Nyarugusu,Amani,Languages
03/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
03/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/10/2018,Tanzania,Nyarugusu,Amani,Languages
03/10/2018,Tanzania,Nyarugusu,Amani,Languages
03/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
03/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
02/10/2018,Tanzania,Nyarugusu,Amani,Languages
14/10/2018,Tanzania,Nyarugusu,Amani,Sciences
14/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
14/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
01/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/10/2018,Tanzania,Nyarugusu,Amani,Sciences
14/10/2018,Tanzania,Nyarugusu,Amani,Languages
14/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
15/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
15/10/2018,Tanzania,Nyarugusu,Amani,Sciences
16/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
16/10/2018,Tanzania,Nyarugusu,Amani,Creative Arts
16/10/2018,Tanzania,Nyarugusu,Amani,Sciences
16/10/2018,Tanzania,Nyarugusu,Amani,Languages
16/10/2018,Tanzania,Nyarugusu,Amani,Sciences
16/10/2018,Tanzania,Nyarugusu,Amani,Sciences
16/10/2018,Tanzania,Nyarugusu,Amani,Languages
16/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
16/10/2018,Tanzania,Nyarugusu,Amani,Languages
16/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
14/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
01/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/09/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
26/09/2018,Tanzania,Nyarugusu,Amani,Sciences
26/09/2018,Tanzania,Nyarugusu,Amani,Mathematics
25/09/2018,Tanzania,Nyarugusu,Amani,Sciences
25/09/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/10/2018,Tanzania,Nyarugusu,Amani,Languages
17/10/2018,Tanzania,Nyarugusu,Amani,Languages
17/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/10/2018,Tanzania,Nyarugusu,Amani,Languages
17/10/2018,Tanzania,Nyarugusu,Amani,Languages
17/10/2018,Tanzania,Nyarugusu,Amani,Sciences
17/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2018,Tanzania,Nyarugusu,Amani,Sciences
21/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/10/2018,Tanzania,Nyarugusu,Amani,Languages
22/10/2018,Tanzania,Nyarugusu,Amani,Sciences
22/10/2018,Tanzania,Nyarugusu,Amani,Sciences
22/10/2018,Tanzania,Nyarugusu,Amani,Sciences
23/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
23/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2018,Tanzania,Nyarugusu,Amani,Languages
23/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
24/10/2018,Tanzania,Nyarugusu,Amani,Sciences
24/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/10/2018,Tanzania,Nyarugusu,Amani,Sciences
24/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/10/2018,Tanzania,Nyarugusu,Amani,Sciences
28/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
28/10/2018,Tanzania,Nyarugusu,Amani,Languages
29/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
28/10/2018,Tanzania,Nyarugusu,Amani,Languages
28/10/2018,Tanzania,Nyarugusu,Amani,Sciences
29/10/2018,Tanzania,Nyarugusu,Amani,Sciences
28/10/2018,Tanzania,Nyarugusu,Amani,Languages
29/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/10/2018,Tanzania,Nyarugusu,Amani,Languages
29/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
28/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
29/10/2018,Tanzania,Nyarugusu,Amani,Sciences
30/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
30/10/2018,Tanzania,Nyarugusu,Amani,Sciences
30/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/10/2018,Tanzania,Nyarugusu,Amani,Sciences
30/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/10/2018,Tanzania,Nyarugusu,Amani,Creative Arts
31/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
31/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
31/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
31/10/2018,Tanzania,Nyarugusu,Amani,Sciences
29/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/10/2018,Tanzania,Nyarugusu,Amani,Sciences
24/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
24/10/2018,Tanzania,Nyarugusu,Amani,Creative Arts
23/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2018,Tanzania,Nyarugusu,Amani,Languages
31/10/2018,Tanzania,Nyarugusu,Amani,Languages
23/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/10/2018,Tanzania,Nyarugusu,Amani,Sciences
22/10/2018,Tanzania,Nyarugusu,Amani,Sciences
22/10/2018,Tanzania,Nyarugusu,Amani,Sciences
22/10/2018,Tanzania,Nyarugusu,Amani,Sciences
21/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
04/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
04/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/11/2018,Tanzania,Nyarugusu,Amani,Sciences
04/11/2018,Tanzania,Nyarugusu,Amani,Sciences
05/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/11/2018,Tanzania,Nyarugusu,Amani,Languages
05/11/2018,Tanzania,Nyarugusu,Amani,Sciences
05/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/11/2018,Tanzania,Nyarugusu,Amani,Sciences
05/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/11/2018,Tanzania,Nyarugusu,Amani,Creative Arts
04/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
06/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
06/11/2018,Tanzania,Nyarugusu,Amani,Sciences
06/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
06/11/2018,Tanzania,Nyarugusu,Amani,Sciences
06/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
06/11/2018,Tanzania,Nyarugusu,Amani,Sciences
06/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/11/2018,Tanzania,Nyarugusu,Amani,Sciences
31/10/2018,Tanzania,Nyarugusu,Amani,Sciences
31/10/2018,Tanzania,Nyarugusu,Amani,Mathematics
21/10/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
11/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
12/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
12/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
12/11/2018,Tanzania,Nyarugusu,Amani,Sciences
12/11/2018,Tanzania,Nyarugusu,Amani,Languages
12/11/2018,Tanzania,Nyarugusu,Amani,Sciences
13/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
13/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
13/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
14/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
12/11/2018,Tanzania,Nyarugusu,Amani,Languages
18/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
18/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
18/11/2018,Tanzania,Nyarugusu,Amani,Languages
18/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
18/11/2018,Tanzania,Nyarugusu,Amani,Sciences
19/11/2018,Tanzania,Nyarugusu,Amani,Sciences
19/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
19/11/2018,Tanzania,Nyarugusu,Amani,Languages
19/11/2018,Tanzania,Nyarugusu,Amani,Languages
20/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
20/11/2018,Tanzania,Nyarugusu,Amani,Sciences
20/11/2018,Tanzania,Nyarugusu,Amani,Sciences
20/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/11/2018,Tanzania,Nyarugusu,Amani,Sciences
21/11/2018,Tanzania,Nyarugusu,Amani,Sciences
21/11/2018,Tanzania,Nyarugusu,Amani,Languages
21/11/2018,Tanzania,Nyarugusu,Amani,Languages
21/11/2018,Tanzania,Nyarugusu,Amani,Sciences
21/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
25/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
21/11/2018,Tanzania,Nyarugusu,Amani,Languages
21/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
20/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Languages
25/11/2018,Tanzania,Nyarugusu,Amani,Languages
26/11/2018,Tanzania,Nyarugusu,Amani,Sciences
26/11/2018,Tanzania,Nyarugusu,Amani,Languages
26/11/2018,Tanzania,Nyarugusu,Amani,Sciences
26/11/2018,Tanzania,Nyarugusu,Amani,Languages
27/11/2018,Tanzania,Nyarugusu,Amani,Sciences
26/11/2018,Tanzania,Nyarugusu,Amani,Sciences
25/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
19/11/2018,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/11/2018,Tanzania,Nyarugusu,Amani,Mathematics
07/01/2019,Tanzania,Nyarugusu,Amani,Sciences
07/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
09/01/2019,Tanzania,Nyarugusu,Amani,Sciences
09/01/2019,Tanzania,Nyarugusu,Amani,Sciences
09/01/2019,Tanzania,Nyarugusu,Amani,Sciences
09/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
13/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
13/01/2019,Tanzania,Nyarugusu,Amani,Languages
13/01/2019,Tanzania,Nyarugusu,Amani,Sciences
15/01/2019,Tanzania,Nyarugusu,Amani,Sciences
14/01/2019,Tanzania,Nyarugusu,Amani,Sciences
14/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
14/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
14/01/2019,Tanzania,Nyarugusu,Amani,Languages
14/01/2019,Tanzania,Nyarugusu,Amani,Languages
15/01/2019,Tanzania,Nyarugusu,Amani,Languages
15/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
15/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
20/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
20/01/2019,Tanzania,Nyarugusu,Amani,Sciences
20/01/2019,Tanzania,Nyarugusu,Amani,Sciences
20/01/2019,Tanzania,Nyarugusu,Amani,Creative Arts
20/01/2019,Tanzania,Nyarugusu,Amani,Languages
20/01/2019,Tanzania,Nyarugusu,Amani,Languages
20/01/2019,Tanzania,Nyarugusu,Amani,Languages
21/01/2019,Tanzania,Nyarugusu,Amani,Sciences
21/01/2019,Tanzania,Nyarugusu,Amani,Sciences
21/01/2019,Tanzania,Nyarugusu,Amani,Sciences
21/01/2019,Tanzania,Nyarugusu,Amani,Languages
21/01/2019,Tanzania,Nyarugusu,Amani,Sciences
21/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
22/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2019,Tanzania,Nyarugusu,Amani,Languages
22/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
22/01/2019,Tanzania,Nyarugusu,Amani,Sciences
22/01/2019,Tanzania,Nyarugusu,Amani,Sciences
22/01/2019,Tanzania,Nyarugusu,Amani,Sciences
23/01/2019,Tanzania,Nyarugusu,Amani,Languages
23/01/2019,Tanzania,Nyarugusu,Amani,Languages
23/01/2019,Tanzania,Nyarugusu,Amani,Languages
23/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
23/01/2019,Tanzania,Nyarugusu,Amani,Sciences
27/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/01/2019,Tanzania,Nyarugusu,Amani,Sciences
27/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
23/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
22/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
23/01/2019,Tanzania,Nyarugusu,Amani,Languages
22/01/2019,Tanzania,Nyarugusu,Amani,Sciences
22/01/2019,Tanzania,Nyarugusu,Amani,Languages
22/01/2019,Tanzania,Nyarugusu,Amani,Languages
28/01/2019,Tanzania,Nyarugusu,Amani,Sciences
28/01/2019,Tanzania,Nyarugusu,Amani,Languages
28/01/2019,Tanzania,Nyarugusu,Amani,Sciences
28/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/01/2019,Tanzania,Nyarugusu,Amani,Sciences
28/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
28/01/2019,Tanzania,Nyarugusu,Amani,Languages
29/01/2019,Tanzania,Nyarugusu,Amani,Languages
28/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
29/01/2019,Tanzania,Nyarugusu,Amani,Creative Arts
29/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
29/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
29/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
29/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
30/01/2019,Tanzania,Nyarugusu,Amani,Languages
30/01/2019,Tanzania,Nyarugusu,Amani,Mathematics
30/01/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
30/01/2019,Tanzania,Nyarugusu,Amani,Sciences
30/01/2019,Tanzania,Nyarugusu,Amani,Sciences
30/01/2019,Tanzania,Nyarugusu,Amani,Sciences
30/01/2019,Tanzania,Nyarugusu,Amani,Sciences
30/01/2019,Tanzania,Nyarugusu,Amani,Languages
03/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/02/2019,Tanzania,Nyarugusu,Amani,Languages
03/02/2019,Tanzania,Nyarugusu,Amani,Sciences
03/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
03/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/02/2019,Tanzania,Nyarugusu,Amani,Sciences
04/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
04/02/2019,Tanzania,Nyarugusu,Amani,Sciences
05/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
05/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/02/2019,Tanzania,Nyarugusu,Amani,Sciences
05/02/2019,Tanzania,Nyarugusu,Amani,Sciences
05/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/02/2019,Tanzania,Nyarugusu,Amani,Sciences
05/02/2019,Tanzania,Nyarugusu,Amani,Sciences
06/02/2019,Tanzania,Nyarugusu,Amani,Languages
06/02/2019,Tanzania,Nyarugusu,Amani,Languages
06/02/2019,Tanzania,Nyarugusu,Amani,Sciences
06/02/2019,Tanzania,Nyarugusu,Amani,Languages
06/02/2019,Tanzania,Nyarugusu,Amani,Sciences
10/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
10/02/2019,Tanzania,Nyarugusu,Amani,Languages
10/02/2019,Tanzania,Nyarugusu,Amani,Languages
11/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
11/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
11/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
11/02/2019,Tanzania,Nyarugusu,Amani,Languages
11/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
11/02/2019,Tanzania,Nyarugusu,Amani,Sciences
11/02/2019,Tanzania,Nyarugusu,Amani,Languages
11/02/2019,Tanzania,Nyarugusu,Amani,Sciences
11/02/2019,Tanzania,Nyarugusu,Amani,Languages
11/02/2019,Tanzania,Nyarugusu,Amani,Languages
12/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
12/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
12/02/2019,Tanzania,Nyarugusu,Amani,Languages
12/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
12/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
11/02/2019,Tanzania,Nyarugusu,Amani,Sciences
17/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
17/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/02/2019,Tanzania,Nyarugusu,Amani,Sciences
17/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/02/2019,Tanzania,Nyarugusu,Amani,Sciences
18/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
18/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
18/02/2019,Tanzania,Nyarugusu,Amani,Sciences
18/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
19/02/2019,Tanzania,Nyarugusu,Amani,Languages
19/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/02/2019,Tanzania,Nyarugusu,Amani,Languages
20/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
20/02/2019,Tanzania,Nyarugusu,Amani,Languages
20/02/2019,Tanzania,Nyarugusu,Amani,Languages
20/02/2019,Tanzania,Nyarugusu,Amani,Languages
20/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
20/02/2019,Tanzania,Nyarugusu,Amani,Languages
20/02/2019,Tanzania,Nyarugusu,Amani,Languages
19/02/2019,Tanzania,Nyarugusu,Amani,Languages
19/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
19/02/2019,Tanzania,Nyarugusu,Amani,Languages
18/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
18/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/02/2019,Tanzania,Nyarugusu,Amani,Languages
17/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
17/02/2019,Tanzania,Nyarugusu,Amani,Languages
17/02/2019,Tanzania,Nyarugusu,Amani,Creative Arts
24/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
24/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/02/2019,Tanzania,Nyarugusu,Amani,Sciences
24/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
25/02/2019,Tanzania,Nyarugusu,Amani,Sciences
25/02/2019,Tanzania,Nyarugusu,Amani,Languages
25/02/2019,Tanzania,Nyarugusu,Amani,Sciences
25/02/2019,Tanzania,Nyarugusu,Amani,Sciences
25/02/2019,Tanzania,Nyarugusu,Amani,Languages
25/02/2019,Tanzania,Nyarugusu,Amani,Languages
25/02/2019,Tanzania,Nyarugusu,Amani,Sciences
25/02/2019,Tanzania,Nyarugusu,Amani,Languages
26/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
25/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/02/2019,Tanzania,Nyarugusu,Amani,Languages
27/02/2019,Tanzania,Nyarugusu,Amani,Sciences
27/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/02/2019,Tanzania,Nyarugusu,Amani,Languages
27/02/2019,Tanzania,Nyarugusu,Amani,Sciences
03/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
03/03/2019,Tanzania,Nyarugusu,Amani,Languages
03/03/2019,Tanzania,Nyarugusu,Amani,Languages
03/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/03/2019,Tanzania,Nyarugusu,Amani,Languages
04/03/2019,Tanzania,Nyarugusu,Amani,Languages
04/03/2019,Tanzania,Nyarugusu,Amani,Sciences
04/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
05/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
05/03/2019,Tanzania,Nyarugusu,Amani,Languages
05/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
05/03/2019,Tanzania,Nyarugusu,Amani,Sciences
05/03/2019,Tanzania,Nyarugusu,Amani,Sciences
06/03/2019,Tanzania,Nyarugusu,Amani,Languages
06/03/2019,Tanzania,Nyarugusu,Amani,Languages
06/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
10/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
10/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
10/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
10/03/2019,Tanzania,Nyarugusu,Amani,Languages
10/03/2019,Tanzania,Nyarugusu,Amani,Languages
10/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
10/03/2019,Tanzania,Nyarugusu,Amani,Languages
10/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
04/03/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
04/03/2019,Tanzania,Nyarugusu,Amani,Sciences
05/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/02/2019,Tanzania,Nyarugusu,Amani,Sciences
04/03/2019,Tanzania,Nyarugusu,Amani,Sciences
03/03/2019,Tanzania,Nyarugusu,Amani,Mathematics
27/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
27/02/2019,Tanzania,Nyarugusu,Amani,Languages
27/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
24/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
24/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
24/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
10/02/2019,Tanzania,Nyarugusu,Amani,Mathematics
10/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
10/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
05/02/2019,Tanzania,Nyarugusu,Amani,Languages
04/02/2019,Tanzania,Nyarugusu,Amani,Humanities / General Culture
